,Marco Polo,Taiyi Zhenren,Zhang Fei,Gongsun Li,Lv Bu,Guan Yu,Zhu Bajie,Tachibana Ukyo,Pei Qinhu,Naklulu,Sun Shangxiang,Shen Mengxi,Dun Shan,Lian Po,Jiang Ziya,Zhao Yun,Zhang Liang,Su Lie,Sun Bin,Mai Shiranui,Ma Chao,Laofuzi,Jing,Bull Demon,Bai Qi,Di Renjie,Pangu,Wang Zhaojun,Hua Mulan,Lanlingwang,Liu Bang,Zhou Yu,Xiahou Dun,Guiguzi,Meng Ya,Yu Ji,Master Luban,Xiang Yu,Ganjiang Moye,Daqiao,Xishi,Yào,Shangguan Wan'er,Cao Cao,Yang Yuhuan,Li Yuanfang,Meng Tian,Yang Jian,Diao Chan,Kuangtie,Agudo,Yingzheng,Sun Ce,Yuan Ge,Baili Shouyue,Chang'e,Da Mo,Cheng Yaojin,Zhuang Zhou,Galo,Luna,Mozi,Cai Wenji,Toho Taiichi,Kai,Li Xin,Wu Zetian,Dian Wei,Houyi,Baili Xuance,Genghis Khan,Nezha,Zhuge Liang,Bian Que,Xiaoqiao,Huang Zhong,Yáo,Angela,Miyue,Yunzhongjun,Mengqi,Yixing,Sima Yi,Li Bai,Han Xin,Athena,Luban 7,Monkey King,Ming Shiyin,Charlotte,Liu Shan,Miyamoto Musashi,Zhong Wuyan,Ake,Nvwa,Liu Bei,Zhong Kui,Gao Jianli,Miledy,Zhen Ji,Daji
Lanlingwang,0.5154639175257731,0.3333333333333333,0.5434782608695652,0.32967032967032966,0.42,0.3225806451612903,0.6,0.3333333333333333,0.3333333333333333,0.2,0.4444444444444444,0.30612244897959184,0.4431818181818182,0.3888888888888889,0.3191489361702128,-1.0,0.7692307692307693,0.375,0.6666666666666666,0.475,0.42857142857142855,0.4788732394366197,-1.0,0.25925925925925924,0.631578947368421,0.42857142857142855,0.8333333333333334,0.6607142857142857,0.0,0.4397163120567376,0.5333333333333333,0.4782608695652174,0.0,1.0,0.7857142857142857,0.16981132075471697,0.8846153846153846,0.0,0.0,0.5348837209302325,0.6764705882352942,0.46153846153846156,0.3125,0.8571428571428571,-1.0,0.5,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,-1.0,0.2,0.0,0.4,0.4,0.7894736842105263,0.25,-1.0,0.5,1.0,0.2,0.5652173913043478,1.0,0.0,0.4444444444444444,0.8571428571428571,0.6666666666666666,0.0,0.8571428571428571,0.0,0.42857142857142855,0.5,-1.0,0.0,-1.0,1.0,0.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.5,-1.0,0.21428571428571427,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
Liu Bang,0.38596491228070173,0.6,0.4,0.21428571428571427,0.34285714285714286,0.5714285714285714,0.08571428571428572,0.21428571428571427,0.4,0.42857142857142855,0.35714285714285715,0.3709677419354839,0.3103448275862069,0.13513513513513514,0.46875,0.21428571428571427,0.19047619047619047,0.42857142857142855,0.4166666666666667,0.5952380952380952,0.5925925925925926,0.25,0.3559322033898305,0.25,0.5714285714285714,0.8947368421052632,0.5882352941176471,0.4666666666666667,0.5238095238095238,0.5333333333333333,0.375886524822695,0.4666666666666667,0.15384615384615385,0.5555555555555556,0.8823529411764706,0.25,0.782608695652174,0.2857142857142857,0.4444444444444444,0.0,0.20588235294117646,0.25,0.047619047619047616,0.5,0.2857142857142857,0.2,0.0,0.2,0.4666666666666667,0.0,-1.0,0.08695652173913043,0.4,0.0,0.5555555555555556,0.42857142857142855,1.0,-1.0,0.0,0.2222222222222222,0.5,0.2,0.38461538461538464,0.375,0.0,-1.0,0.75,0.5,0.0,0.8,0.09523809523809523,1.0,1.0,0.625,1.0,0.0,0.0,0.3333333333333333,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,0.3333333333333333,0.5,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
Zhou Yu,0.44642857142857145,0.5208333333333334,0.30120481927710846,0.35064935064935066,0.40540540540540543,0.5555555555555556,0.42,0.4146341463414634,0.4146341463414634,0.27631578947368424,0.5106382978723404,-1.0,0.5301204819277109,0.36538461538461536,-1.0,0.5671641791044776,-1.0,0.39473684210526316,0.24,-1.0,0.35135135135135137,0.1875,0.6,0.125,0.3,0.5121951219512195,0.3939393939393939,-1.0,0.5,0.4782608695652174,0.4666666666666667,0.43041237113402064,0.4444444444444444,0.3333333333333333,0.627906976744186,0.35714285714285715,0.875,0.15,-1.0,0.3225806451612903,-1.0,0.4791666666666667,-1.0,0.5454545454545454,-1.0,0.2,0.5882352941176471,0.6,-1.0,0.26666666666666666,0.875,-1.0,0.13333333333333333,-1.0,0.0,-1.0,0.0,1.0,0.5,1.0,0.2857142857142857,-1.0,0.8,-1.0,0.6666666666666666,0.125,-1.0,-1.0,0.15384615384615385,1.0,0.8181818181818182,0.0,-1.0,-1.0,-1.0,0.0,0.7142857142857143,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Xiahou Dun,0.425531914893617,0.35714285714285715,0.25925925925925924,0.31645569620253167,0.3157894736842105,0.4166666666666667,1.0,0.20930232558139536,0.5915492957746479,0.27586206896551724,0.23076923076923078,0.1875,0.14285714285714285,0.5,0.36363636363636365,0.36363636363636365,0.55,0.75,0.325,0.14285714285714285,0.75,0.3333333333333333,1.0,0.5161290322580645,1.0,0.0,0.6666666666666666,0.25,0.39622641509433965,0.0,0.15384615384615385,0.4444444444444444,0.3814713896457766,0.3333333333333333,-1.0,1.0,-1.0,0.47619047619047616,0.32142857142857145,0.7142857142857143,0.0,0.4375,0.3333333333333333,0.4444444444444444,0.5277777777777778,0.2,-1.0,0.37777777777777777,0.7307692307692307,0.0,-1.0,0.5185185185185185,0.6,0.4,0.375,0.0,0.5,0.35,0.3333333333333333,0.14285714285714285,1.0,0.0,0.4,0.08333333333333333,0.3333333333333333,0.3125,0.2222222222222222,0.3333333333333333,-1.0,0.25,0.0,1.0,0.0,0.2727272727272727,0.21428571428571427,-1.0,-1.0,0.6,0.8,0.6666666666666666,0.0,1.0,0.0,0.0,0.29411764705882354,-1.0,0.0,0.2,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0
Guiguzi,0.7323943661971831,-1.0,0.7777777777777778,0.54,0.6833333333333333,0.49056603773584906,0.4444444444444444,0.4,0.5254237288135594,0.4,0.75,0.7333333333333333,0.5833333333333334,0.6842105263157895,0.5555555555555556,0.36363636363636365,0.75,0.5303030303030303,0.8,0.5,0.6666666666666666,0.42857142857142855,1.0,-1.0,0.72,1.0,0.7333333333333333,0.6875,0.6507936507936508,1.0,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5519125683060109,1.0,0.8333333333333334,-1.0,0.39215686274509803,0.5333333333333333,0.3333333333333333,-1.0,0.25,0.42857142857142855,0.6428571428571429,0.7073170731707317,0.27586206896551724,-1.0,0.625,0.25,0.42857142857142855,-1.0,0.18181818181818182,0.2857142857142857,0.6206896551724138,0.75,0.0,0.4375,0.38095238095238093,0.6428571428571429,-1.0,0.3333333333333333,-1.0,-1.0,-1.0,0.2857142857142857,0.6,0.4117647058823529,0.7241379310344828,0.0,0.2222222222222222,-1.0,0.5,0.5,0.6,0.35714285714285715,-1.0,-1.0,-1.0,0.0,0.6666666666666666,0.08333333333333333,-1.0,0.6666666666666666,-1.0,0.0,-1.0,-1.0,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,0.8333333333333334,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
Meng Ya,-1.0,0.8292682926829268,0.4728682170542636,-1.0,0.27419354838709675,0.6326530612244898,0.6065573770491803,0.6875,0.1111111111111111,0.10144927536231885,-1.0,0.5227272727272727,0.5,0.75,0.8620689655172413,0.6923076923076923,0.7441860465116279,0.75,0.4406779661016949,0.37142857142857144,0.23404255319148937,0.5714285714285714,0.8809523809523809,0.0,0.7692307692307693,-1.0,0.75,0.3888888888888889,-1.0,0.7857142857142857,0.8823529411764706,0.627906976744186,-1.0,1.0,0.5354107648725213,-1.0,1.0,-1.0,0.5,1.0,0.5294117647058824,0.15384615384615385,0.8571428571428571,0.8333333333333334,0.0,-1.0,0.7659574468085106,0.8,0.8,0.16666666666666666,0.2894736842105263,0.125,-1.0,1.0,1.0,0.43478260869565216,-1.0,1.0,1.0,-1.0,0.6666666666666666,0.0,0.42105263157894735,-1.0,-1.0,0.6,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.25,0.25,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Yu Ji,0.0,0.3548387096774194,0.546875,-1.0,0.5609756097560976,0.5614035087719298,0.35714285714285715,0.6379310344827587,0.9,0.4,-1.0,0.20454545454545456,0.27586206896551724,0.15789473684210525,0.26666666666666666,0.4090909090909091,0.71875,0.4,0.375,0.23076923076923078,0.6829268292682927,0.07894736842105263,0.41379310344827586,0.4666666666666667,0.38095238095238093,-1.0,0.30434782608695654,0.13333333333333333,0.0,0.16981132075471697,0.25,0.35714285714285715,1.0,0.8333333333333334,-1.0,0.38285714285714284,0.6521739130434783,0.0,0.8571428571428571,0.28,0.90625,0.23529411764705882,0.5,0.2857142857142857,0.38461538461538464,-1.0,0.0,0.2727272727272727,0.2857142857142857,0.19230769230769232,0.0,0.5,0.1,0.5,0.0,0.6666666666666666,0.3,-1.0,0.5,-1.0,0.0,-1.0,0.75,0.42105263157894735,0.5,0.5,0.0,0.8,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.6666666666666666,0.0,0.0,-1.0,0.4,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
Master Luban,1.0,-1.0,-1.0,0.6,0.9411764705882353,0.7647058823529411,0.7333333333333333,0.5972222222222222,0.8947368421052632,0.7,0.38095238095238093,0.8181818181818182,-1.0,0.53125,0.8076923076923077,0.75,0.6625,-1.0,-1.0,0.7647058823529411,0.7272727272727273,0.7142857142857143,0.8611111111111112,-1.0,0.7894736842105263,0.7857142857142857,0.76,0.6428571428571429,-1.0,0.8846153846153846,0.782608695652174,0.875,-1.0,-1.0,1.0,0.6521739130434783,0.75,0.0,0.0,-1.0,1.0,0.8333333333333334,0.9523809523809523,0.6666666666666666,-1.0,0.8484848484848485,0.8571428571428571,0.0,-1.0,0.36363636363636365,0.9090909090909091,0.5,1.0,-1.0,1.0,0.7058823529411765,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.13333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,-1.0,-1.0,-1.0,-1.0,0.625,0.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
Xiang Yu,0.43243243243243246,0.5945945945945946,0.7058823529411765,0.4050632911392405,0.0,0.5675675675675675,-1.0,0.3888888888888889,0.4838709677419355,0.3939393939393939,0.7727272727272727,0.0,0.44,0.0,0.4594594594594595,0.25,0.27450980392156865,0.2727272727272727,0.4074074074074074,0.2916666666666667,0.0,0.4444444444444444,0.46153846153846156,0.23529411764705882,0.6,0.0,0.25,0.1111111111111111,0.49206349206349204,0.0,0.2857142857142857,0.15,0.47619047619047616,0.39215686274509803,-1.0,0.0,0.0,0.40718562874251496,0.5161290322580645,0.38461538461538464,0.3333333333333333,0.5,0.15384615384615385,0.375,0.6739130434782609,0.125,-1.0,0.5652173913043478,0.6190476190476191,1.0,-1.0,0.21428571428571427,0.5,0.5588235294117647,0.5714285714285714,1.0,0.5,0.6,0.2857142857142857,-1.0,0.16666666666666666,0.25,0.6666666666666666,0.42857142857142855,0.0,0.0,0.2,0.2857142857142857,-1.0,0.6666666666666666,-1.0,0.75,0.6666666666666666,1.0,0.4,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ganjiang Moye,0.4823529411764706,0.6326530612244898,0.48484848484848486,0.4264705882352941,0.6,0.5671641791044776,0.3829787234042553,0.34615384615384615,0.6129032258064516,0.5789473684210527,0.14285714285714285,-1.0,0.4,0.0,0.0,0.3,-1.0,0.4230769230769231,0.25,-1.0,0.2,0.4,0.8695652173913043,0.45,0.775,0.5,0.13636363636363635,-1.0,0.54,0.0,0.4444444444444444,-1.0,0.32142857142857145,0.5333333333333333,0.5,0.8571428571428571,0.0,0.5161290322580645,0.48024316109422494,0.3076923076923077,-1.0,0.3333333333333333,-1.0,0.75,-1.0,0.5,-1.0,0.4666666666666667,-1.0,0.14285714285714285,-1.0,-1.0,0.8571428571428571,0.5,0.7368421052631579,-1.0,0.5714285714285714,0.25,0.5625,0.0,1.0,-1.0,1.0,0.71875,0.3333333333333333,0.5,-1.0,0.5454545454545454,-1.0,0.125,1.0,0.08333333333333333,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.3333333333333333,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
Daqiao,0.68,0.75,1.0,0.5894039735099338,0.5675675675675675,0.4,0.6610169491525424,0.625,0.6851851851851852,0.7,1.0,0.8421052631578947,0.0,0.6753246753246753,1.0,0.48484848484848486,0.9142857142857143,1.0,0.75,0.875,0.96875,0.5277777777777778,0.8888888888888888,1.0,0.4444444444444444,-1.0,0.8333333333333334,0.5106382978723404,0.19047619047619047,0.5348837209302325,0.0,0.3225806451612903,0.7142857142857143,0.3333333333333333,1.0,0.28,-1.0,0.38461538461538464,0.3076923076923077,0.6,-1.0,0.5483870967741935,0.5,0.2,0.5,0.875,0.5833333333333334,0.75,0.0,0.6363636363636364,-1.0,0.09090909090909091,0.5,0.4666666666666667,0.8888888888888888,0.7777777777777778,1.0,0.5,0.0,0.0,0.6341463414634146,0.0,-1.0,0.6,-1.0,0.0,0.5,-1.0,-1.0,0.42857142857142855,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Xishi,0.3137254901960784,0.2894736842105263,0.6666666666666666,0.5757575757575758,0.4583333333333333,0.7428571428571429,0.5555555555555556,0.75,0.7407407407407407,0.2926829268292683,0.5875,-1.0,0.6888888888888889,0.8333333333333334,-1.0,0.4,-1.0,0.25,0.47368421052631576,-1.0,0.6129032258064516,0.0,0.4605263157894737,0.6842105263157895,0.35,0.6666666666666666,0.6052631578947368,-1.0,-1.0,0.6764705882352942,0.20588235294117646,-1.0,0.0,-1.0,0.5294117647058824,0.90625,1.0,0.3333333333333333,-1.0,-1.0,0.5524691358024691,0.7692307692307693,-1.0,0.65,-1.0,0.0,0.5238095238095238,0.4,-1.0,0.11764705882352941,-1.0,-1.0,0.5,-1.0,1.0,-1.0,1.0,1.0,0.6666666666666666,0.84,0.5,-1.0,0.18181818181818182,1.0,0.42857142857142855,0.0,-1.0,-1.0,0.5,1.0,0.5555555555555556,1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Yào,0.5102040816326531,0.4489795918367347,0.46808510638297873,0.576271186440678,0.3333333333333333,0.375,0.41304347826086957,0.44,0.38461538461538464,0.4,0.48717948717948717,0.43243243243243246,0.43478260869565216,0.36363636363636365,0.6363636363636364,0.6666666666666666,0.5384615384615384,0.5862068965517241,0.35714285714285715,0.5111111111111111,-1.0,0.5,0.47619047619047616,0.5,1.0,0.4375,0.6521739130434783,0.6206896551724138,-1.0,0.46153846153846156,0.25,0.4791666666666667,0.4375,0.25,0.15384615384615385,0.23529411764705882,0.8333333333333334,0.5,0.3333333333333333,0.5483870967741935,0.7692307692307693,0.47572815533980584,0.14285714285714285,1.0,0.2222222222222222,0.7142857142857143,-1.0,0.38461538461538464,0.8333333333333334,0.25,0.37037037037037035,0.4,0.6111111111111112,0.0,0.0,0.6666666666666666,-1.0,-1.0,1.0,1.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,-1.0,0.3333333333333333,-1.0,1.0,0.0,0.4782608695652174,1.0,0.0,-1.0,0.0,0.0,-1.0,0.5,-1.0,1.0,-1.0,0.15384615384615385,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Shangguan Wan'er,0.35555555555555557,0.375,0.6428571428571429,0.3387096774193548,0.4482758620689655,0.3333333333333333,0.49295774647887325,0.5116279069767442,0.40816326530612246,0.7777777777777778,0.48,-1.0,0.5111111111111111,0.23529411764705882,1.0,0.16666666666666666,0.0,0.5555555555555556,0.6666666666666666,-1.0,0.5714285714285714,0.6774193548387096,0.375,0.23529411764705882,0.5,0.5789473684210527,0.5277777777777778,-1.0,0.0,0.3125,0.047619047619047616,-1.0,0.3333333333333333,0.42857142857142855,0.8571428571428571,0.5,0.9523809523809523,0.15384615384615385,-1.0,0.5,-1.0,0.14285714285714285,0.4560260586319218,0.631578947368421,-1.0,0.8333333333333334,1.0,0.7142857142857143,-1.0,0.35,0.0,-1.0,0.25,-1.0,0.3333333333333333,-1.0,-1.0,0.6666666666666666,0.2,0.0,0.8333333333333334,-1.0,0.5,0.7647058823529411,0.4482758620689655,0.45454545454545453,-1.0,0.0,0.0,0.0,0.4444444444444444,1.0,-1.0,-1.0,-1.0,-1.0,0.09090909090909091,-1.0,0.75,0.6666666666666666,-1.0,-1.0,1.0,1.0,-1.0,0.3333333333333333,-1.0,0.5,-1.0,-1.0,-1.0,0.2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Cao Cao,0.627906976744186,0.5106382978723404,0.6666666666666666,0.225,0.3023255813953488,0.6,0.43902439024390244,0.46875,0.4375,0.5333333333333333,0.375,0.4146341463414634,0.5079365079365079,0.4375,0.6923076923076923,0.23529411764705882,0.391304347826087,0.5161290322580645,0.41935483870967744,0.5,1.0,1.0,-1.0,0.3888888888888889,0.0,0.5,0.7692307692307693,0.4482758620689655,1.0,0.8571428571428571,0.5,0.5454545454545454,0.4444444444444444,0.6428571428571429,0.8333333333333334,0.2857142857142857,0.6666666666666666,0.375,0.75,0.2,0.65,1.0,0.631578947368421,0.5033783783783784,0.25,0.9166666666666666,-1.0,0.4166666666666667,0.5384615384615384,0.4444444444444444,-1.0,0.3333333333333333,0.5,0.1111111111111111,0.8666666666666667,0.3076923076923077,0.375,0.38461538461538464,0.5555555555555556,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.17647058823529413,1.0,-1.0,1.0,-1.0,0.5,0.36363636363636365,1.0,0.0,0.18181818181818182,0.75,0.6666666666666666,0.75,-1.0,0.5,0.8333333333333334,0.8181818181818182,0.0,0.6666666666666666,0.8571428571428571,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75,-1.0,1.0,-1.0,1.0,-1.0,0.6666666666666666,-1.0,-1.0,-1.0
Yang Yuhuan,0.6417910447761194,0.475,0.7037037037037037,0.5764705882352941,0.5555555555555556,0.6136363636363636,0.4444444444444444,0.625,0.6938775510204082,0.45,0.5,-1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,-1.0,0.7333333333333333,0.46511627906976744,-1.0,0.2,0.4883720930232558,-1.0,0.6071428571428571,0.6486486486486487,1.0,0.25,-1.0,0.7090909090909091,-1.0,0.2857142857142857,-1.0,0.5277777777777778,0.7073170731707317,0.0,0.38461538461538464,-1.0,0.6739130434782609,-1.0,0.5,-1.0,0.2222222222222222,-1.0,0.25,0.5734265734265734,0.5,-1.0,0.42857142857142855,-1.0,-1.0,0.0,-1.0,0.07692307692307693,-1.0,1.0,-1.0,0.5142857142857142,0.7,0.9166666666666666,-1.0,-1.0,-1.0,0.5,0.5,0.6,0.0,-1.0,0.8378378378378378,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Li Yuanfang,-1.0,0.3783783783783784,0.4838709677419355,-1.0,0.8,0.43478260869565216,0.6578947368421053,0.5263157894736842,0.5454545454545454,0.75,-1.0,0.9259259259259259,0.574468085106383,0.08333333333333333,0.4857142857142857,0.3888888888888889,0.7222222222222222,0.34615384615384615,0.4074074074074074,0.17391304347826086,0.6666666666666666,0.6981132075471698,0.25,0.1111111111111111,0.38461538461538464,-1.0,0.6875,0.75,0.5217391304347826,0.5,0.2,0.2,0.2,0.27586206896551724,-1.0,-1.0,0.8484848484848485,0.125,0.5,0.875,0.0,0.7142857142857143,0.8333333333333334,0.9166666666666666,0.5,0.4964788732394366,0.0,0.5833333333333334,0.4166666666666667,0.2,0.5,0.46153846153846156,0.5,0.75,1.0,0.0,0.5,0.3,0.2,0.0,1.0,0.0,-1.0,0.4,0.7142857142857143,1.0,0.2222222222222222,0.0,-1.0,1.0,-1.0,-1.0,0.46153846153846156,0.375,0.0,-1.0,-1.0,1.0,0.5,1.0,0.2727272727272727,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
Meng Tian,0.5238095238095238,0.5111111111111111,0.625,0.5180722891566265,-1.0,0.0,0.7272727272727273,0.2857142857142857,1.0,0.13636363636363635,0.42105263157894735,0.625,0.40425531914893614,0.0,0.30952380952380953,0.7049180327868853,0.6071428571428571,0.0,0.0,0.3090909090909091,0.0,0.4,0.6428571428571429,0.8461538461538461,0.0,0.9090909090909091,0.6060606060606061,0.42857142857142855,-1.0,0.7142857142857143,0.0,0.5882352941176471,-1.0,-1.0,0.7659574468085106,0.0,0.8571428571428571,-1.0,-1.0,0.5833333333333334,0.5238095238095238,-1.0,1.0,-1.0,-1.0,0.0,0.5151515151515151,-1.0,1.0,-1.0,0.24561403508771928,0.0,-1.0,-1.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.4117647058823529,-1.0,-1.0,-1.0,-1.0,-1.0,0.23076923076923078,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
